Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1Uj7cK1sJuuAeI9YT2q5rv,"MEGA FUNK ADELE","MEGA FUNK ADELE","DJ Brinquinho SC;JAYZERA;DJ LAI",2024-08-16,157500,31,false,,1970-01-01T00:00:00Z,"funk","Brinquinho SC",0.832,0.778,0,-6.306,1,0.13,0.303,0.00000513,0.324,0.872,127.981,4
spotify:track:6QsHhB0W9GtLF3cI7mUVkQ,"1993","333","Matuê",2024-09-09,127826,69,true,,1970-01-01T00:00:00Z,"trap brasileiro,trap,hip hop brasileiro,trap funk","30PRAUM",0.753,0.88,11,-3.165,1,0.081,0.455,0,0.146,0.582,92.055,4
spotify:track:44OBpSw2bAwEiw26lQZDvy,"Angelina","Manual de Como Amar Errado","WIU",2022-11-29,195463,53,false,,1970-01-01T00:00:00Z,"trap brasileiro,trap,trap funk,hip hop brasileiro","Sony Music Entertainment",0.861,0.704,10,-5.046,0,0.149,0.048,0,0.102,0.404,97.055,4
spotify:track:3FcxqTlyvhCNH0j3gxWy8u,"Teimosa","Vagabundo de Luxo","WIU",2024-07-10,183623,56,true,,1970-01-01T00:00:00Z,"trap brasileiro,trap,trap funk,hip hop brasileiro","30PRAUM",0.735,0.671,4,-5.064,0,0.0513,0.428,0,0.12,0.527,139.042,4
spotify:track:6vTX4Fc8Zp2YWM3hHUQviF,"Iron Hand","On Every Street","Dire Straits",1991-09-10,188200,57,false,,1970-01-01T00:00:00Z,"rock clássico","EMI",0.65,0.208,4,-15.491,0,0.0264,0.67,0.00615,0.129,0.222,88.994,4
spotify:track:688p6uyAS8MBxWSfExaXx5,"Amor de 1h","Vagabundo de Luxo","WIU",2024-07-10,208500,56,true,,1970-01-01T00:00:00Z,"trap brasileiro,trap,trap funk,hip hop brasileiro","30PRAUM",0.861,0.776,5,-1.56,0,0.127,0.262,0,0.0988,0.844,159.945,4
spotify:track:1i1cno5hkn8DMWPh6AOHG7,"Eu e você sempre - Ao vivo","Ao vivo 2","Jorge Aragão",2000-10-10,327560,66,false,,1970-01-01T00:00:00Z,"samba,pagode","Indie Records Ltda",0.448,0.788,4,-8.697,1,0.0513,0.78,0.00000183,0.836,0.775,163.592,4
spotify:track:3kRp8K3v9w5lSrc62p1Qmv,"Abuso de poder","Todas","Jorge Aragão",2001-08-07,228240,48,false,,1970-01-01T00:00:00Z,"samba,pagode","Indie Records Ltda",0.72,0.725,1,-8.946,1,0.0371,0.808,0.0264,0.128,0.973,158.015,4
spotify:track:1gSOBwv1QSq6SsEQ2EzT9h,"Coisa de Pele","Coisa de Pele","Jorge Aragão",1986-01-01,204266,52,false,,1970-01-01T00:00:00Z,"samba,pagode","Som Livre",0.666,0.73,2,-10.347,1,0.054,0.46,0.0000825,0.319,0.933,93.396,4
spotify:track:2orGm2E68ODFYOURjaES62,"Felina","Felina","WIU;MC Ryan SP",2022-09-22,225882,65,false,,1970-01-01T00:00:00Z,"trap brasileiro,trap,trap funk,hip hop brasileiro,funk,funk consciente","Sony Music Entertainment",0.585,0.662,5,-4.235,0,0.351,0.385,0,0.0966,0.533,169.239,4
spotify:track:4cxApmpAxYi9UlB6AT2H8S,"Oração","Manual de Como Amar Errado","WIU",2022-11-29,206896,52,false,,1970-01-01T00:00:00Z,"trap brasileiro,trap,trap funk,hip hop brasileiro","Sony Music Entertainment",0.732,0.614,7,-6.117,1,0.387,0.187,0,0.112,0.358,173.911,4
spotify:track:47WoK5cvSuVCANU3DW53JD,"MEGA ELETRO FUNK - Last Night","MEGA ELETRO FUNK - Last Night","Dj Guuga;DJ Petroski;Mc Delux;Mc Gw",2024-04-24,194290,44,true,,1970-01-01T00:00:00Z,"funk,piseiro,brega funk,arrocha,phonk brasileiro,phonk,funk carioca,funk bruxaria","Dj Guuga",0.884,0.831,3,-7.621,0,0.117,0.341,0.0000012,0.129,0.576,125.992,4
spotify:track:0w7vodPWFEcuEYvWpbNbOu,"Rainha da Finesse","Vagabundo de Luxo","WIU",2024-07-10,166153,66,true,,1970-01-01T00:00:00Z,"trap brasileiro,trap,trap funk,hip hop brasileiro","30PRAUM",0.792,0.847,3,-2.114,0,0.0586,0.551,0,0.175,0.647,129.922,4
spotify:track:1QjsRvdLEvUmKgCWh9cvd5,"Dia Azul","previas.zip","Teto",2021-04-01,138370,62,false,,1970-01-01T00:00:00Z,"trap brasileiro,trap,trap funk,hip hop brasileiro","Sony Music Entertainment",0.845,0.686,1,-6.992,1,0.0797,0.00163,0,0.118,0.252,119.08,4
spotify:track:7MnT7msJZg3XBAS0OTfGrB,"Tempo Perdido","Dois","Legião Urbana",1986-01-01,302200,76,false,,1970-01-01T00:00:00Z,"rock brasileiro,mpb,pop nacional","EMI Brazil",0.293,0.662,4,-13.076,0,0.0486,0.0079,0.00112,0.271,0.221,186.007,4
spotify:track:28atBekPVlTdnU4M9Z7udd,"Não Vai Embora","Não Vai Embora","Dilsinho;Luísa Sonza;Malibu",2020-05-08,205785,60,false,,1970-01-01T00:00:00Z,"pagode,samba,sertanejo,piseiro,pop nacional,funk pop,funk","Malibu Studios",0.605,0.723,4,-6.312,0,0.0383,0.488,0,0.333,0.57,142.061,4
spotify:track:3pEJYi5k7NrvY1kkSTxdXa,"MEGA MINIMAL TE MACETO DEPOIS DO BAILE","MEGA MINIMAL TE MACETO DEPOIS DO BAILE","Guidini",2024-07-11,202207,38,false,,1970-01-01T00:00:00Z,"funk","6451463 Records DK",0.897,0.829,4,-9.129,0,0.358,0.176,0.0000406,0.0618,0.658,127.986,4
spotify:track:6zSpb8dQRaw0M1dK8PBwQz,"Cold Heart - PNAU Remix","Cold Heart (PNAU Remix)","Elton John;Dua Lipa;PNAU",2021-08-13,202735,82,false,,1970-01-01T00:00:00Z,"pop","EMI",0.796,0.798,1,-6.312,1,0.0317,0.034,0.0000419,0.0952,0.942,116.032,4
spotify:track:2ux3Sb90r5aA74nLMls1u0,"Maria","333","Matuê",2024-09-09,204339,65,true,,1970-01-01T00:00:00Z,"trap brasileiro,trap,hip hop brasileiro,trap funk","30PRAUM",0.809,0.519,1,-4.503,1,0.0394,0.104,0,0.148,0.521,133.853,4
spotify:track:2M5dL30uouNRi8kwhI5QRD,"MUNDO DO WIU","808 CLUB","WIU",2025-01-30,196800,52,true,,1970-01-01T00:00:00Z,"trap brasileiro,trap,trap funk,hip hop brasileiro","30PRAUM",0.694,0.6,1,-5.315,0,0.0503,0.282,0,0.109,0.0893,100.056,4
